Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
IC_4725,4093234640616965888,278.2370595179344,-19.07295346700465,1.5808887675916332,-1.7058461763521429,-6.607610456855482,17.434874,1.9423485
IC_4725,4093234674978297600,278.2019299572997,-19.08806979868358,1.824165024289156,-1.824054470335819,-6.0938178382926615,17.80167,2.0826416
IC_4725,4093234851152475904,278.2311831936687,-19.05993468547696,1.5258666383962227,-1.5210154848866702,-6.164493175796093,13.601952,1.1879654
IC_4725,4093235057310871552,278.2640400257833,-19.04809613583837,1.5039405652692643,-1.5064415426145148,-6.0162674561351785,15.965035,1.6333628
IC_4725,4093497703161203072,277.7328502519087,-18.605773029847164,1.515245285909336,-1.537916441087873,-6.086946357012197,17.3871,1.8547993000000005
IC_4725,4092907883900847872,277.92500953733224,-19.140046425046588,1.5490168812370109,-2.098898648659171,-5.886857134261618,15.247039,1.4666671999999998
IC_4725,4092848334082358784,277.91512709529724,-19.34378900066447,1.3577659781858311,-1.477936696275722,-6.344268815768546,16.610163,1.830843
IC_4725,4092848196640577024,277.8937098835329,-19.359644994487823,1.5125911495796391,-1.865965576871769,-6.170487236686089,17.270767000000006,1.9887466
IC_4725,4092902175789880704,277.92689935088765,-19.22180683835917,1.517948478509835,-2.099788099067329,-6.062311173791412,15.376679,1.4920702
IC_4725,4092902210152405120,277.9561805048142,-19.22592964222996,1.6722777436914686,-2.2032965072257205,-6.12300187419838,17.97038,2.0079803
IC_4725,4092904825884095360,277.92340317073973,-19.165559878142343,1.5885362823350535,-1.5190881856075946,-6.305636780870899,13.223379,1.1114959999999998
IC_4725,4092904031213974784,278.04752960091406,-19.175858711478604,1.5009412205124528,-1.3557049666172265,-6.288088822642401,11.896602,0.75520897
IC_4725,4092905955361138688,277.81213415727416,-19.197706806326,1.45504460496889,-1.6626932582368013,-6.185635947084293,16.104622,1.7264651999999998
IC_4725,4092904099938252544,278.0466351426202,-19.160364441665628,1.491214252824458,-1.3978600256475269,-5.881254524049004,17.868738,2.1955433
IC_4725,4092904340453495936,278.005900334338,-19.160697650997783,1.4774130720123149,-1.4941451049187444,-5.909320722398872,14.889384,1.4404163
IC_4725,4092909631853342848,277.9332643773259,-19.052716869316875,1.5096306450749295,-1.5840159832748433,-6.388565755851412,15.59592,1.5160322
IC_4725,4092909601887924480,277.91674198837364,-19.044101625115854,1.5476361407697654,-1.9219374926561672,-6.232916088147973,16.99803,1.8894787
IC_4725,4092921554682597760,277.8238671224633,-19.008910880870918,1.967953032574212,-2.174938852140885,-6.425340674012965,17.18412,2.1335363
